Site,Business Date,Time,SOS: Order Created to Served,Qty of Sold Items,Gross Sales,Gross Sales: Walk Up - Tips Test,Gross Sales: Lane 3  - Tips Test,Gross Sales: LANE 2 - Tips Test,Gross Sales: LANE 1 - Tips Test,Gross Sales: Lane 1 - Test,Transaction Count,Guest Count,Guest Avg
"000704 - Gatesville, TX - 1",2026-02-22,06:00PM - 07:00PM,208.4,32,$145.75,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$6.63
"000704 - Gatesville, TX - 1",2026-02-22,07:00PM - 08:00PM,307.0,23,$122.50,$0.00,$0.00,$0.00,$0.00,$0.00,12,12,$10.21
"000704 - Gatesville, TX - 1",2026-02-22,08:00PM - 09:00PM,209.7,14,$82.75,$0.00,$0.00,$0.00,$0.00,$0.00,9,9,$9.19
"000704 - Gatesville, TX - 1",2026-02-22,09:00PM - 10:00PM,"13,754.1",3,$19.50,$0.00,$0.00,$0.00,$0.00,$0.00,2,2,$9.75
"000705 - Wichita Falls, TX - 2",2026-01-26,09:00AM - 10:00AM,50.3,2,$6.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,1,$6.00
"000705 - Wichita Falls, TX - 2",2026-01-26,10:00AM - 11:00AM,396.5,8,$49.95,$0.00,$0.00,$0.00,$0.00,$0.00,3,3,$16.65
"000705 - Wichita Falls, TX - 2",2026-01-26,11:00AM - 12:00PM,315.5,76,$409.00,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$10.76
"000705 - Wichita Falls, TX - 2",2026-01-26,12:00PM - 01:00PM,208.0,84,$499.35,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$11.61
"000705 - Wichita Falls, TX - 2",2026-01-26,01:00PM - 02:00PM,317.1,69,$408.80,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$12.39
"000705 - Wichita Falls, TX - 2",2026-01-26,02:00PM - 03:00PM,205.3,71,$426.10,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$11.21
"000705 - Wichita Falls, TX - 2",2026-01-26,03:00PM - 04:00PM,302.4,84,$431.15,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$11.35
"000705 - Wichita Falls, TX - 2",2026-01-26,04:00PM - 05:00PM,295.9,83,$500.95,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$15.18
"000705 - Wichita Falls, TX - 2",2026-01-27,08:00AM - 09:00AM,211.7,67,$382.10,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$9.55
"000705 - Wichita Falls, TX - 2",2026-01-27,09:00AM - 10:00AM,214.4,83,$489.25,$0.00,$0.00,$0.00,$0.00,$0.00,50,50,$9.79
"000705 - Wichita Falls, TX - 2",2026-01-27,10:00AM - 11:00AM,264.4,51,$313.25,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$9.21
"000705 - Wichita Falls, TX - 2",2026-01-27,11:00AM - 12:00PM,220.1,75,$425.45,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$10.91
"000705 - Wichita Falls, TX - 2",2026-01-27,12:00PM - 01:00PM,167.9,58,$341.60,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$10.05
"000705 - Wichita Falls, TX - 2",2026-01-27,01:00PM - 02:00PM,212.7,63,$351.70,$0.00,$0.00,$0.00,$0.00,$0.00,36,36,$9.77
"000705 - Wichita Falls, TX - 2",2026-01-27,02:00PM - 03:00PM,336.7,71,$415.65,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$9.67
"000705 - Wichita Falls, TX - 2",2026-01-27,03:00PM - 04:00PM,297.7,61,$349.05,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$10.58
"000705 - Wichita Falls, TX - 2",2026-01-27,04:00PM - 05:00PM,678.2,67,$349.50,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$8.96
"000705 - Wichita Falls, TX - 2",2026-01-27,05:00PM - 06:00PM,462.9,65,$405.55,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$11.93
"000705 - Wichita Falls, TX - 2",2026-01-27,06:00PM - 07:00PM,386.4,40,$219.40,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$9.97
"000705 - Wichita Falls, TX - 2",2026-01-27,07:00PM - 08:00PM,291.2,10,$64.50,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$8.06
"000705 - Wichita Falls, TX - 2",2026-01-27,08:00PM - 09:00PM,290.7,12,$61.30,$0.00,$0.00,$0.00,$0.00,$0.00,7,7,$8.76
"000705 - Wichita Falls, TX - 2",2026-01-27,09:00PM - 10:00PM,185.3,7,$53.85,$0.00,$0.00,$0.00,$0.00,$0.00,3,3,$17.95
"000705 - Wichita Falls, TX - 2",2026-01-28,05:00AM - 06:00AM,121.3,6,$38.85,$0.00,$0.00,$0.00,$0.00,$0.00,5,5,$7.77
"000705 - Wichita Falls, TX - 2",2026-01-28,06:00AM - 07:00AM,140.1,31,$182.10,$0.00,$0.00,$0.00,$0.00,$0.00,18,18,$10.12
"000705 - Wichita Falls, TX - 2",2026-01-28,07:00AM - 08:00AM,129.8,32,$191.30,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$7.65
"000705 - Wichita Falls, TX - 2",2026-01-28,08:00AM - 09:00AM,203.1,49,$285.60,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$9.52
"000705 - Wichita Falls, TX - 2",2026-01-28,09:00AM - 10:00AM,210.2,58,$326.40,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$8.37
"000705 - Wichita Falls, TX - 2",2026-01-28,10:00AM - 11:00AM,190.8,77,$436.00,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$10.63
"000705 - Wichita Falls, TX - 2",2026-01-28,11:00AM - 12:00PM,273.6,54,$325.75,$0.00,$0.00,$0.00,$0.00,$0.00,31,31,$10.51
"000705 - Wichita Falls, TX - 2",2026-01-28,12:00PM - 01:00PM,230.7,96,$486.05,$0.00,$0.00,$0.00,$0.00,$0.00,48,48,$10.13
"000705 - Wichita Falls, TX - 2",2026-01-28,01:00PM - 02:00PM,233.3,67,$362.30,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$9.53
"000705 - Wichita Falls, TX - 2",2026-01-28,02:00PM - 03:00PM,292.7,82,$485.15,$0.00,$0.00,$0.00,$0.00,$0.00,48,48,$10.11
"000705 - Wichita Falls, TX - 2",2026-01-28,03:00PM - 04:00PM,272.5,74,$421.75,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$9.81
"000705 - Wichita Falls, TX - 2",2026-01-28,04:00PM - 05:00PM,259.6,71,$445.00,$0.00,$0.00,$0.00,$0.00,$0.00,44,44,$10.11
"000705 - Wichita Falls, TX - 2",2026-01-28,05:00PM - 06:00PM,250.7,60,$339.40,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$9.98
"000705 - Wichita Falls, TX - 2",2026-01-28,06:00PM - 07:00PM,197.1,57,$314.00,$0.00,$0.00,$0.00,$0.00,$0.00,27,27,$11.63
"000705 - Wichita Falls, TX - 2",2026-01-28,07:00PM - 08:00PM,199.4,32,$171.25,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$10.70
"000705 - Wichita Falls, TX - 2",2026-01-28,08:00PM - 09:00PM,202.7,19,$108.90,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$10.89
"000705 - Wichita Falls, TX - 2",2026-01-28,09:00PM - 10:00PM,277.7,16,$93.20,$0.00,$0.00,$0.00,$0.00,$0.00,7,7,$13.31
"000705 - Wichita Falls, TX - 2",2026-01-29,05:00AM - 06:00AM,187.0,21,$127.65,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$12.77
"000705 - Wichita Falls, TX - 2",2026-01-29,06:00AM - 07:00AM,126.0,30,$201.20,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$9.15
"000705 - Wichita Falls, TX - 2",2026-01-29,07:00AM - 08:00AM,137.2,53,$319.70,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$7.80
"000705 - Wichita Falls, TX - 2",2026-01-29,08:00AM - 09:00AM,162.5,67,$390.65,$0.00,$0.00,$0.00,$0.00,$0.00,46,46,$8.49
"000705 - Wichita Falls, TX - 2",2026-01-29,09:00AM - 10:00AM,151.7,67,$374.85,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$7.65
"000705 - Wichita Falls, TX - 2",2026-01-29,10:00AM - 11:00AM,308.1,101,$590.05,$0.00,$0.00,$0.00,$0.00,$0.00,58,58,$10.17
"000705 - Wichita Falls, TX - 2",2026-01-29,11:00AM - 12:00PM,181.5,66,$380.05,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$9.27
"000705 - Wichita Falls, TX - 2",2026-01-29,12:00PM - 01:00PM,211.6,95,$530.80,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$10.02
"000705 - Wichita Falls, TX - 2",2026-01-29,01:00PM - 02:00PM,247.0,69,$397.50,$0.00,$0.00,$0.00,$0.00,$0.00,42,42,$9.46
"000705 - Wichita Falls, TX - 2",2026-01-29,02:00PM - 03:00PM,187.3,75,$426.95,$0.00,$0.00,$0.00,$0.00,$0.00,50,50,$8.54
"000705 - Wichita Falls, TX - 2",2026-01-29,03:00PM - 04:00PM,295.9,93,$515.75,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$10.53
"000705 - Wichita Falls, TX - 2",2026-01-29,04:00PM - 05:00PM,254.4,80,$403.70,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$9.85
"000705 - Wichita Falls, TX - 2",2026-01-29,05:00PM - 06:00PM,227.3,51,$297.45,$0.00,$0.00,$0.00,$0.00,$0.00,29,29,$10.26
"000705 - Wichita Falls, TX - 2",2026-01-29,06:00PM - 07:00PM,197.2,45,$271.35,$0.00,$0.00,$0.00,$0.00,$0.00,27,27,$10.05
"000705 - Wichita Falls, TX - 2",2026-01-29,07:00PM - 08:00PM,242.2,35,$183.45,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$8.34
"000705 - Wichita Falls, TX - 2",2026-01-29,08:00PM - 09:00PM,175.2,14,$76.45,$0.00,$0.00,$0.00,$0.00,$0.00,9,9,$8.49
"000705 - Wichita Falls, TX - 2",2026-01-29,09:00PM - 10:00PM,316.6,16,$91.35,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$11.42
"000705 - Wichita Falls, TX - 2",2026-01-30,05:00AM - 06:00AM,250.0,30,$188.35,$0.00,$0.00,$0.00,$0.00,$0.00,15,15,$12.56
"000705 - Wichita Falls, TX - 2",2026-01-30,06:00AM - 07:00AM,183.8,61,$361.10,$0.00,$0.00,$0.00,$0.00,$0.00,32,32,$11.28
"000705 - Wichita Falls, TX - 2",2026-01-30,07:00AM - 08:00AM,157.9,67,$402.20,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$7.59
"000705 - Wichita Falls, TX - 2",2026-01-30,08:00AM - 09:00AM,225.1,149,$875.10,$0.00,$0.00,$0.00,$0.00,$0.00,82,82,$10.67
"000705 - Wichita Falls, TX - 2",2026-01-30,09:00AM - 10:00AM,281.6,117,$671.95,$0.00,$0.00,$0.00,$0.00,$0.00,76,76,$8.84
"000705 - Wichita Falls, TX - 2",2026-01-30,10:00AM - 11:00AM,349.9,109,$631.45,$0.00,$0.00,$0.00,$0.00,$0.00,65,66,$9.57
"000705 - Wichita Falls, TX - 2",2026-01-30,11:00AM - 12:00PM,209.6,70,$398.90,$0.00,$0.00,$0.00,$0.00,$0.00,52,52,$7.67
"000705 - Wichita Falls, TX - 2",2026-01-30,12:00PM - 01:00PM,219.1,83,$494.05,$0.00,$0.00,$0.00,$0.00,$0.00,50,50,$9.88
"000705 - Wichita Falls, TX - 2",2026-01-30,01:00PM - 02:00PM,246.9,80,$477.05,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$9.00
"000705 - Wichita Falls, TX - 2",2026-01-30,02:00PM - 03:00PM,295.2,90,$499.75,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$9.80
"000705 - Wichita Falls, TX - 2",2026-01-30,03:00PM - 04:00PM,269.3,83,$474.85,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$9.31
"000705 - Wichita Falls, TX - 2",2026-01-30,04:00PM - 05:00PM,254.5,72,$411.30,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$10.55
"000705 - Wichita Falls, TX - 2",2026-01-30,05:00PM - 06:00PM,243.1,65,$393.65,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$10.09
"000705 - Wichita Falls, TX - 2",2026-01-30,06:00PM - 07:00PM,201.9,65,$370.95,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$9.51
"000705 - Wichita Falls, TX - 2",2026-01-30,07:00PM - 08:00PM,218.0,51,$305.20,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$10.17
"000705 - Wichita Falls, TX - 2",2026-01-30,08:00PM - 09:00PM,204.7,29,$169.55,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$10.60
"000705 - Wichita Falls, TX - 2",2026-01-30,09:00PM - 10:00PM,197.7,29,$162.55,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$9.56
"000705 - Wichita Falls, TX - 2",2026-01-30,10:00PM - 11:00PM,212.1,12,$69.55,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$8.69
"000705 - Wichita Falls, TX - 2",2026-01-31,05:00AM - 06:00AM,262.4,11,$65.35,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$8.17
"000705 - Wichita Falls, TX - 2",2026-01-31,06:00AM - 07:00AM,169.3,25,$143.80,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$6.54
"000705 - Wichita Falls, TX - 2",2026-01-31,07:00AM - 08:00AM,229.6,57,$320.70,$0.00,$0.00,$0.00,$0.00,$0.00,32,32,$10.02
"000705 - Wichita Falls, TX - 2",2026-01-31,08:00AM - 09:00AM,346.1,97,$571.50,$0.00,$0.00,$0.00,$0.00,$0.00,60,60,$9.53
"000705 - Wichita Falls, TX - 2",2026-01-31,09:00AM - 10:00AM,272.0,120,$693.15,$0.00,$0.00,$0.00,$0.00,$0.00,79,79,$8.77
"000705 - Wichita Falls, TX - 2",2026-01-31,10:00AM - 11:00AM,210.2,119,$688.35,$0.00,$0.00,$0.00,$0.00,$0.00,77,77,$8.94
"000705 - Wichita Falls, TX - 2",2026-01-31,11:00AM - 12:00PM,227.6,148,$871.70,$0.00,$0.00,$0.00,$0.00,$0.00,78,78,$11.18
"000705 - Wichita Falls, TX - 2",2026-01-31,12:00PM - 01:00PM,487.1,125,$699.20,$0.00,$0.00,$0.00,$0.00,$0.00,60,60,$11.65
"000705 - Wichita Falls, TX - 2",2026-01-31,01:00PM - 02:00PM,542.6,102,$604.55,$0.00,$0.00,$0.00,$0.00,$0.00,60,60,$10.08
"000705 - Wichita Falls, TX - 2",2026-01-31,02:00PM - 03:00PM,792.1,105,$615.10,$0.00,$0.00,$0.00,$0.00,$0.00,59,59,$10.43
"000705 - Wichita Falls, TX - 2",2026-01-31,03:00PM - 04:00PM,404.3,100,$570.55,$0.00,$0.00,$0.00,$0.00,$0.00,57,57,$10.01
"000705 - Wichita Falls, TX - 2",2026-01-31,04:00PM - 05:00PM,826.0,158,$824.00,$0.00,$0.00,$0.00,$0.00,$0.00,66,66,$12.48
"000705 - Wichita Falls, TX - 2",2026-01-31,05:00PM - 06:00PM,293.8,47,$270.80,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$9.03
"000705 - Wichita Falls, TX - 2",2026-01-31,06:00PM - 07:00PM,213.9,61,$342.20,$0.00,$0.00,$0.00,$0.00,$0.00,36,36,$9.51
"000705 - Wichita Falls, TX - 2",2026-01-31,07:00PM - 08:00PM,175.1,36,$206.55,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$9.39
"000705 - Wichita Falls, TX - 2",2026-01-31,08:00PM - 09:00PM,249.5,32,$188.95,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$11.11
"000705 - Wichita Falls, TX - 2",2026-01-31,09:00PM - 10:00PM,211.2,15,$90.90,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$11.36
"000705 - Wichita Falls, TX - 2",2026-01-31,10:00PM - 11:00PM,200.6,11,$60.55,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$7.57
"000705 - Wichita Falls, TX - 2",2026-02-01,05:00AM - 06:00AM,263.9,17,$102.70,$0.00,$0.00,$0.00,$0.00,$0.00,7,7,$14.67
"000705 - Wichita Falls, TX - 2",2026-02-01,06:00AM - 07:00AM,181.8,27,$176.60,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$10.39
"000705 - Wichita Falls, TX - 2",2026-02-01,07:00AM - 08:00AM,273.9,41,$259.15,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$10.37
"000705 - Wichita Falls, TX - 2",2026-02-01,08:00AM - 09:00AM,271.6,66,$375.30,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$9.62
"000705 - Wichita Falls, TX - 2",2026-02-01,09:00AM - 10:00AM,443.7,104,$602.00,$0.00,$0.00,$0.00,$0.00,$0.00,60,60,$10.03
"000705 - Wichita Falls, TX - 2",2026-02-01,10:00AM - 11:00AM,225.9,141,$818.25,$0.00,$0.00,$0.00,$0.00,$0.00,83,83,$9.86
"000705 - Wichita Falls, TX - 2",2026-02-01,11:00AM - 12:00PM,283.2,102,$596.85,$0.00,$0.00,$0.00,$0.00,$0.00,54,54,$11.05
"000705 - Wichita Falls, TX - 2",2026-02-01,12:00PM - 01:00PM,427.1,116,$682.00,$0.00,$0.00,$0.00,$0.00,$0.00,65,65,$10.49
"000705 - Wichita Falls, TX - 2",2026-02-01,01:00PM - 02:00PM,517.0,124,$735.70,$0.00,$0.00,$0.00,$0.00,$0.00,71,71,$10.36
"000705 - Wichita Falls, TX - 2",2026-02-01,02:00PM - 03:00PM,263.6,72,$414.00,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$9.20
"000705 - Wichita Falls, TX - 2",2026-02-01,03:00PM - 04:00PM,562.5,85,$478.95,$0.00,$0.00,$0.00,$0.00,$0.00,50,50,$9.58
"000705 - Wichita Falls, TX - 2",2026-02-01,04:00PM - 05:00PM,442.3,83,$462.05,$0.00,$0.00,$0.00,$0.00,$0.00,44,44,$10.50
"000705 - Wichita Falls, TX - 2",2026-02-01,05:00PM - 06:00PM,281.5,58,$342.25,$0.00,$0.00,$0.00,$0.00,$0.00,31,31,$11.04
"000705 - Wichita Falls, TX - 2",2026-02-01,06:00PM - 07:00PM,293.0,53,$288.20,$0.00,$0.00,$0.00,$0.00,$0.00,28,28,$10.29
"000705 - Wichita Falls, TX - 2",2026-02-01,07:00PM - 08:00PM,283.8,25,$148.00,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$10.57
"000705 - Wichita Falls, TX - 2",2026-02-01,08:00PM - 09:00PM,251.9,25,$155.15,$0.00,$0.00,$0.00,$0.00,$0.00,15,15,$10.34
"000705 - Wichita Falls, TX - 2",2026-02-01,09:00PM - 10:00PM,191.1,5,$28.10,$0.00,$0.00,$0.00,$0.00,$0.00,2,2,$14.05
"000705 - Wichita Falls, TX - 2",2026-02-02,05:00AM - 06:00AM,319.0,14,$86.20,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$8.62
"000705 - Wichita Falls, TX - 2",2026-02-02,06:00AM - 07:00AM,308.9,48,$290.15,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$8.79
"000705 - Wichita Falls, TX - 2",2026-02-02,07:00AM - 08:00AM,335.9,109,$633.60,$0.00,$0.00,$0.00,$0.00,$0.00,77,78,$8.12
"000705 - Wichita Falls, TX - 2",2026-02-02,08:00AM - 09:00AM,249.0,81,$473.50,$0.00,$0.00,$0.00,$0.00,$0.00,62,62,$7.64
"000705 - Wichita Falls, TX - 2",2026-02-02,09:00AM - 10:00AM,376.0,95,$553.70,$0.00,$0.00,$0.00,$0.00,$0.00,63,63,$8.79
"000705 - Wichita Falls, TX - 2",2026-02-02,10:00AM - 11:00AM,371.1,71,$397.45,$0.00,$0.00,$0.00,$0.00,$0.00,46,46,$8.64
"000705 - Wichita Falls, TX - 2",2026-02-02,11:00AM - 12:00PM,298.0,63,$359.25,$0.00,$0.00,$0.00,$0.00,$0.00,42,42,$8.55
"000705 - Wichita Falls, TX - 2",2026-02-02,12:00PM - 01:00PM,188.2,88,$520.80,$0.00,$0.00,$0.00,$0.00,$0.00,57,57,$9.14
"000705 - Wichita Falls, TX - 2",2026-02-02,01:00PM - 02:00PM,213.6,70,$412.00,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$8.08
"000705 - Wichita Falls, TX - 2",2026-02-02,02:00PM - 03:00PM,161.9,40,$222.30,$0.00,$0.00,$0.00,$0.00,$0.00,28,28,$7.94
"000705 - Wichita Falls, TX - 2",2026-02-02,03:00PM - 04:00PM,249.4,69,$389.15,$0.00,$0.00,$0.00,$0.00,$0.00,48,48,$8.11
"000705 - Wichita Falls, TX - 2",2026-02-02,04:00PM - 05:00PM,217.1,51,$286.75,$0.00,$0.00,$0.00,$0.00,$0.00,29,29,$9.89
"000705 - Wichita Falls, TX - 2",2026-02-02,05:00PM - 06:00PM,234.4,55,$314.60,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$8.28
"000705 - Wichita Falls, TX - 2",2026-02-02,06:00PM - 07:00PM,376.6,23,$137.75,$0.00,$0.00,$0.00,$0.00,$0.00,11,11,$12.52
"000705 - Wichita Falls, TX - 2",2026-02-02,07:00PM - 08:00PM,285.6,23,$130.70,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$9.34
"000705 - Wichita Falls, TX - 2",2026-02-02,08:00PM - 09:00PM,256.3,10,$59.00,$0.00,$0.00,$0.00,$0.00,$0.00,7,7,$8.43
"000705 - Wichita Falls, TX - 2",2026-02-02,09:00PM - 10:00PM,217.4,11,$76.10,$0.00,$0.00,$0.00,$0.00,$0.00,9,9,$8.46
"000705 - Wichita Falls, TX - 2",2026-02-03,05:00AM - 06:00AM,289.2,14,$88.65,$0.00,$0.00,$0.00,$0.00,$0.00,9,9,$9.85
"000705 - Wichita Falls, TX - 2",2026-02-03,06:00AM - 07:00AM,234.3,57,$352.65,$0.00,$0.00,$0.00,$0.00,$0.00,44,44,$8.01
"000705 - Wichita Falls, TX - 2",2026-02-03,07:00AM - 08:00AM,254.0,133,$784.65,$0.00,$0.00,$0.00,$0.00,$0.00,91,91,$8.62
"000705 - Wichita Falls, TX - 2",2026-02-03,08:00AM - 09:00AM,264.5,101,$621.50,$0.00,$0.00,$0.00,$0.00,$0.00,78,78,$7.97
"000705 - Wichita Falls, TX - 2",2026-02-03,09:00AM - 10:00AM,226.9,82,$472.90,$0.00,$0.00,$0.00,$0.00,$0.00,62,62,$7.63
"000705 - Wichita Falls, TX - 2",2026-02-03,10:00AM - 11:00AM,395.3,63,$381.85,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$9.31
"000705 - Wichita Falls, TX - 2",2026-02-03,11:00AM - 12:00PM,275.8,78,$474.80,$0.00,$0.00,$0.00,$0.00,$0.00,58,58,$8.19
"000705 - Wichita Falls, TX - 2",2026-02-03,12:00PM - 01:00PM,146.4,60,$368.35,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$8.57
"000705 - Wichita Falls, TX - 2",2026-02-03,01:00PM - 02:00PM,186.8,51,$299.15,$0.00,$0.00,$0.00,$0.00,$0.00,37,37,$8.09
"000705 - Wichita Falls, TX - 2",2026-02-03,02:00PM - 03:00PM,176.2,49,$288.70,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$8.49
"000705 - Wichita Falls, TX - 2",2026-02-03,03:00PM - 04:00PM,201.4,58,$337.70,$0.00,$0.00,$0.00,$0.00,$0.00,35,35,$9.65
"000705 - Wichita Falls, TX - 2",2026-02-03,04:00PM - 05:00PM,162.6,53,$298.20,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$7.85
"000705 - Wichita Falls, TX - 2",2026-02-03,05:00PM - 06:00PM,259.0,44,$235.75,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$7.86
"000705 - Wichita Falls, TX - 2",2026-02-03,06:00PM - 07:00PM,223.5,35,$200.35,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$8.01
"000705 - Wichita Falls, TX - 2",2026-02-03,07:00PM - 08:00PM,313.7,31,$170.40,$0.00,$0.00,$0.00,$0.00,$0.00,15,15,$11.36
"000705 - Wichita Falls, TX - 2",2026-02-03,08:00PM - 09:00PM,212.9,18,$104.35,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$7.45
"000705 - Wichita Falls, TX - 2",2026-02-03,09:00PM - 10:00PM,314.4,21,$112.10,$0.00,$0.00,$0.00,$0.00,$0.00,12,12,$9.34
"000705 - Wichita Falls, TX - 2",2026-02-04,05:00AM - 06:00AM,196.8,22,$134.05,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$8.38
"000705 - Wichita Falls, TX - 2",2026-02-04,06:00AM - 07:00AM,221.1,61,$362.05,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$9.05
"000705 - Wichita Falls, TX - 2",2026-02-04,07:00AM - 08:00AM,229.6,150,$911.45,$0.00,$0.00,$0.00,$0.00,$0.00,109,109,$8.36
"000705 - Wichita Falls, TX - 2",2026-02-04,08:00AM - 09:00AM,180.3,125,$740.55,$0.00,$0.00,$0.00,$0.00,$0.00,87,87,$8.51
"000705 - Wichita Falls, TX - 2",2026-02-04,09:00AM - 10:00AM,239.9,96,$537.50,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$8.81
"000705 - Wichita Falls, TX - 2",2026-02-04,10:00AM - 11:00AM,196.2,82,$472.30,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$8.91
"000705 - Wichita Falls, TX - 2",2026-02-04,11:00AM - 12:00PM,201.6,59,$344.75,$0.00,$0.00,$0.00,$0.00,$0.00,37,37,$9.32
"000705 - Wichita Falls, TX - 2",2026-02-04,12:00PM - 01:00PM,178.5,52,$305.20,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$8.98
"000705 - Wichita Falls, TX - 2",2026-02-04,01:00PM - 02:00PM,182.0,58,$339.00,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$9.97
"000705 - Wichita Falls, TX - 2",2026-02-04,02:00PM - 03:00PM,273.4,69,$394.65,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$8.40
"000705 - Wichita Falls, TX - 2",2026-02-04,03:00PM - 04:00PM,215.2,69,$383.30,$0.00,$0.00,$0.00,$0.00,$0.00,44,44,$8.71
"000705 - Wichita Falls, TX - 2",2026-02-04,04:00PM - 05:00PM,283.4,89,$506.35,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$9.93
"000705 - Wichita Falls, TX - 2",2026-02-04,05:00PM - 06:00PM,171.3,56,$311.40,$0.00,$0.00,$0.00,$0.00,$0.00,37,37,$8.42
"000705 - Wichita Falls, TX - 2",2026-02-04,06:00PM - 07:00PM,227.6,57,$322.20,$0.00,$0.00,$0.00,$0.00,$0.00,36,36,$8.95
"000705 - Wichita Falls, TX - 2",2026-02-04,07:00PM - 08:00PM,204.1,23,$131.30,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$7.72
"000705 - Wichita Falls, TX - 2",2026-02-04,08:00PM - 09:00PM,294.4,26,$150.75,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$10.77
"000705 - Wichita Falls, TX - 2",2026-02-04,09:00PM - 10:00PM,228.5,16,$96.55,$0.00,$0.00,$0.00,$0.00,$0.00,9,9,$10.73
